OBJECTID_1,State,CIS_Name,Name_Short,ST_Fips,CID,COUNTY_CIS
20169,Michigan,"Eden, Township Of",Eden,26,261274,Mason County
20170,Michigan,"Custer, Township Of",Custer,26,261273,Mason County
20171,Michigan,"Branch , Township Of",Branch,26,261272,Mason County
20172,Michigan,"Amber, Township Of",Amber,26,261271,Mason County
20173,Michigan,"Brown, Township Of",Brown,26,261866,Manistee County
20174,Michigan,"Arcadia, Township Of",Arcadia,26,260306,Manistee County
20175,Michigan,"Ypsilanti, Charter Township Of",Ypsilanti,26,260542,Washtenaw County
20176,Michigan,"York, Charter Township Of",York,26,260541,Washtenaw County
20177,Michigan,"Webster, Township Of",Webster,26,261785,Washtenaw County
20178,Michigan,"Sylvan, Township Of",Sylvan,26,261793,Washtenaw County
20179,Michigan,"Superior, Township Of",Superior,26,260540,Washtenaw County
20180,Michigan,"Sharon, Township Of",Sharon,26,260538,Washtenaw County
20181,Michigan,"Scio, Township Of",Scio,26,260537,Washtenaw County
20182,Michigan,"Reynolds, Township Of",Reynolds,26,260743,Montcalm County
20183,Michigan,"Saline, Township Of",Saline,26,261792,Washtenaw County
20184,Michigan,"Salem,Township Of",Salem,26,260636,Washtenaw County
20185,Michigan,"Pittsfield, Charter Township Of",Pittsfield,26,260623,Washtenaw County
20186,Michigan,"Northfield, Township Of",Northfield,26,260635,Washtenaw County
20187,Michigan,"Manchester, Township Of",Manchester,26,261791,Washtenaw County
20188,Michigan,"Lyndon, Township Of",Lyndon,26,261790,Washtenaw County
20189,Michigan,"Lodi, Township Of",Lodi,26,261789,Washtenaw County
20190,Michigan,"Lima, Township Of",Lima,26,261788,Washtenaw County
20191,Michigan,"Freedom, Township Of",Freedom,26,261787,Washtenaw County
20192,Michigan,"Eureka, Township Of",Eureka,26,260735,Montcalm County
20193,Michigan,"Dexter, Township Of",Dexter,26,260536,Washtenaw County
20194,Michigan,"Bridgewater, Township Of",Bridgewater,26,261786,Washtenaw County
20195,Michigan,"Augusta,Township Of",Augusta,26,260627,Washtenaw County
20196,Michigan,"Ann Arbor, Charter Township Of",Ann Arbor,26,260535,Washtenaw County
20197,Michigan,"Winterfield, Township Of",Winterfield,26,261338,Clare County
20198,Michigan,"Surrey, Township Of",Surrey,26,261337,Clare County
20199,Michigan,"Summerfield, Township Of",Summerfield,26,260383,Clare County
20200,Michigan,"Sheridan, Township Of",Sheridan,26,261265,Clare County
20201,Michigan,"Redding, Township Of",Redding,26,260382,Clare County
20202,Michigan,"Linclon, Township Of",Lincoln,26,261264,Clare County
20203,Michigan,"Hayes, Township Of",Hayes,26,261263,Clare County
20204,Michigan,"Hatton, Township Of",Hatton,26,261336,Clare County
20205,Michigan,"Hamilton, Township Of",Hamilton,26,261261,Clare County
20206,Michigan,"Greenwood, Township Of",Greenwood,26,261260,Clare County
20207,Michigan,"Grant, Township Of",Grant,26,261259,Clare County
20208,Michigan,"Garfield, Township Of",Garfield,26,261258,Clare County
20209,Michigan,"Frost, Township Of",Frost,26,261335,Clare County
20210,Michigan,"Freeman, Township Of",Freeman,26,261334,Clare County
20211,Michigan,"Franklin, Township Of",Franklin,26,261257,Clare County
20212,Michigan,"Arthur, Township Of",Arthur,26,261332,Clare County
20213,Massachusetts,"Easton, Town Of",Easton,25,250053,Bristol County
20214,Massachusetts,"Fairhaven, Town Of",Fairhaven,25,250054,Bristol County
20215,Massachusetts,"Freetown, Town Of",Freetown,25,250056,Bristol County
20216,Massachusetts,"Mansfield, Town Of",Mansfield,25,250057,Bristol County
20217,Massachusetts,"Norton, Town Of",Norton,25,250060,Bristol County
20218,Massachusetts,"Raynham, Town Of",Raynham,25,250061,Bristol County
20219,Massachusetts,"Rehoboth, Town Of",Rehoboth,25,250062,Bristol County
20220,Massachusetts,"Seekonk, Town Of",Seekonk,25,250063,Bristol County
20221,Massachusetts,"Dover, Town Of",Dover,25,250238,Norfolk County
20222,Massachusetts,"Foxborough, Town Of",Foxborough,25,250239,Norfolk County
20223,Massachusetts,"Holbrook, Town Of",Holbrook,25,255212,Norfolk County
20224,Massachusetts,"Medfield, Town Of",Medfield,25,250242,Norfolk County
20225,Massachusetts,"Medway, Town Of",Medway,25,250243,Norfolk County
20226,Massachusetts,"Millis, Town Of",Millis,25,250244,Norfolk County
20227,Massachusetts,"Milton, Town Of",Milton,25,250245,Norfolk County
20228,Massachusetts,"Needham, Town Of",Needham,25,255215,Norfolk County
20229,Massachusetts,"Norfolk, Town Of",Norfolk,25,255217,Norfolk County
20230,Massachusetts,"Norwood, Town Of",Norwood,25,250248,Norfolk County
20231,Massachusetts,"Plainville, Town Of",Plainville,25,250249,Norfolk County
20232,Massachusetts,"Randolph, Town Of",Randolph,25,250251,Norfolk County
20233,Massachusetts,"Sharon, Town Of",Sharon,25,250252,Norfolk County
20234,Massachusetts,"Stoughton, Town Of",Stoughton,25,250253,Norfolk County
20235,Massachusetts,"Walpole, Town Of",Walpole,25,250254,Norfolk County
20236,Massachusetts,"Wellesley, Town Of",Wellesley,25,250255,Norfolk County
20237,Massachusetts,"Westwood, Town Of",Westwood,25,255225,Norfolk County
20238,Massachusetts,"Somerset, Town Of",Somerset,25,255220,Bristol County
20239,Massachusetts,"Swansea, Town Of",Swansea,25,255221,Bristol County
20240,Massachusetts,"Westport, Town Of",Westport,25,255224,Bristol County
20241,Massachusetts,"Wrentham, Town Of",Wrentham,25,250258,Norfolk County
20242,Massachusetts,"Abington, Town Of",Abington,25,250259,Plymouth County
20243,Massachusetts,"Bridgewater, Town Of",Bridgewater,25,250260,Plymouth County
20244,Massachusetts,"Carver, Town Of",Carver,25,250262,Plymouth County
20245,Massachusetts,"Duxbury, Town Of",Duxbury,25,250263,Plymouth County
20246,Massachusetts,"East Bridgewater, Town Of",East Bridgewater,25,250264,Plymouth County
20247,Massachusetts,"Halifax, Town Of",Halifax,25,250265,Plymouth County
20248,Massachusetts,"Hanover, Town Of",Hanover,25,250266,Plymouth County
20249,Massachusetts,"Hanson, Town Of",Hanson,25,250267,Plymouth County
20250,Massachusetts,"Hingham, Town Of",Hingham,25,250268,Plymouth County
20251,Massachusetts,"Hull, Town Of",Hull,25,250269,Plymouth County
20252,Massachusetts,"Kingston, Town Of",Kingston,25,250270,Plymouth County
20253,Massachusetts,"Lakeville, Town Of",Lakeville,25,250271,Plymouth County
20254,Massachusetts,"Adams, Town Of",Adams,25,250016,Berkshire County
20255,Massachusetts,"Alford, Town Of",Alford,25,250017,Berkshire County
20256,Massachusetts,"Becket ,Town Of",Becket,25,250018,Berkshire County
20257,Massachusetts,"Marion, Town Of",Marion,25,255213,Plymouth County
20258,Massachusetts,"Marshfield, Town Of",Marshfield,25,250273,Plymouth County
20259,Massachusetts,"Mattapoisett, Town Of",Mattapoisett,25,255214,Plymouth County
20260,Massachusetts,"Middleborough, Town Of",Middleborough,25,250275,Plymouth County
20261,Massachusetts,"Norwell, Town Of",Norwell,25,250276,Plymouth County
20262,Massachusetts,"Pembroke, Town Of",Pembroke,25,250277,Plymouth County
20263,Massachusetts,"Plymouth, Town Of",Plymouth,25,250278,Plymouth County
20264,Massachusetts,"Plympton, Town Of",Plympton,25,250279,Plymouth County
20265,Massachusetts,"Rochester, Town Of",Rochester,25,250280,Plymouth County
20266,Massachusetts,"Rockland, Town Of",Rockland,25,250281,Plymouth County
20267,Massachusetts,"Scituate, Town Of",Scituate,25,250282,Plymouth County
20268,Massachusetts,"Wareham, Town Of",Wareham,25,255223,Plymouth County
20269,Massachusetts,"West Bridgewater, Town Of",West Bridgewater,25,250284,Plymouth County
20270,Massachusetts,"Whitman, Town Of",Whitman,25,250285,Plymouth County
20271,Massachusetts,"Bourne, Town Of",Bourne,25,255210,Barnstable County
20272,Massachusetts,"Falmouth, Town Of",Falmouth,25,255211,Barnstable County
20273,Massachusetts,"Mashpee, Town Of",Mashpee,25,250009,Barnstable County
20274,Massachusetts,"Cheshire, Town Of",Cheshire,25,250019,Berkshire County
20275,Massachusetts,"Clarksburg, Town Of",Clarksburg,25,250020,Berkshire County
20276,Massachusetts,"Dalton, Town Of",Dalton,25,250021,Berkshire County
20277,Massachusetts,"Egremont, Town Of",Egremont,25,250022,Berkshire County
20278,Massachusetts,"Florida, Town Of",Florida,25,250023,Berkshire County
20279,Massachusetts,"Great Barrington, Town Of",Great Barrington,25,250024,Berkshire County
20280,Massachusetts,"Sandwich, Town Of",Sandwich,25,250012,Barnstable County
20281,Massachusetts,"Hancock, Town Of",Hancock,25,250025,Berkshire County
20282,Massachusetts,"Hinsdale, Town Of",Hinsdale,25,250026,Berkshire County
20283,Massachusetts,"Lanesborough, Town Of",Lanesborough,25,250027,Berkshire County
20284,Massachusetts,"Lee, Town Of",Lee,25,250028,Berkshire County
20285,Massachusetts,"Lenox, Town Of",Lenox,25,250029,Berkshire County
20286,Massachusetts,"Monterey, Town Of",Monterey,25,250030,Berkshire County
20287,Massachusetts,"Mount Washington, Town Of",Mount Washington,25,250031,Berkshire County
20288,Massachusetts,"New Ashford, Town Of",New Ashford,25,250032,Berkshire County
20289,Massachusetts,"New Marlborough, Town Of",New Marlborough,25,250033,Berkshire County
20290,Massachusetts,"Otis, Town Of",Otis,25,250035,Berkshire County
20291,Massachusetts,"Peru, Town Of",Peru,25,250036,Berkshire County
20292,Massachusetts,"Richmond, Town Of",Richmond,25,250038,Berkshire County
20293,Massachusetts,"Sandisfield, Town Of",Sandisfield,25,250039,Berkshire County
20294,Massachusetts,"Savoy, Town Of",Savoy,25,250040,Berkshire County
20295,Massachusetts,"Sheffield, Town Of",Sheffield,25,250041,Berkshire County
20296,Massachusetts,"Stockbridge, Town Of",Stockbridge,25,250042,Berkshire County
20297,Massachusetts,"Tyringham, Town Of",Tyringham,25,250043,Berkshire County
20298,Massachusetts,"Washington, Town Of",Washington,25,250044,Berkshire County
20299,Massachusetts,"West Stockbridge, Town Of",West Stockbridge,25,250045,Berkshire County
20300,Massachusetts,"Williamstown, Town Of",Williamstown,25,250046,Berkshire County
20301,Massachusetts,"Windsor, Town Of",Windsor,25,250047,Berkshire County
20302,Massachusetts,"Avon, Town Of",Avon,25,250231,Norfolk County
20303,Massachusetts,"Bellingham, Town Of",Bellingham,25,250232,Norfolk County
20304,Massachusetts,"Brookline, Town Of",Brookline,25,250234,Norfolk County
20305,Massachusetts,"Canton,Town Of",Canton,25,250235,Norfolk County
20306,Massachusetts,"Cohasset, Town Of",Cohasset,25,250236,Norfolk County
20307,Massachusetts,"Dedham, Town Of",Dedham,25,250237,Norfolk County
20308,Massachusetts,"North Attleborough, Town Of",North Attleborough,25,250059,Bristol County
20309,Massachusetts,"Acushnet, Town Of",Acushnet,25,250048,Bristol County
20310,Massachusetts,"Berkley, Town Of",Berkley,25,250050,Bristol County
20311,Massachusetts,"Dartmouth, Town Of",Dartmouth,25,250051,Bristol County
20312,Massachusetts,"Dighton, Town Of",Dighton,25,250052,Bristol County
20313,Massachusetts,"Warwick, Town Of",Warwick,25,250130,Franklin County
20314,Massachusetts,"Wendell, Town Of",Wendell,25,250131,Franklin County
20315,Massachusetts,"Whately, Town Of",Whately,25,250132,Franklin County
20316,Massachusetts,"Goshen, Town Of",Goshen,25,250161,Hampshire County
20317,Massachusetts,"Granby, Town Of",Granby,25,250162,Hampshire County
20318,Massachusetts,"Hadley, Town Of",Hadley,25,250163,Hampshire County
20319,Massachusetts,"Hatfield, Town Of",Hatfield,25,250164,Hampshire County
20320,Massachusetts,"Huntington, Town Of",Huntington,25,250165,Hampshire County
20321,Massachusetts,"Middlefield, Town Of",Middlefield,25,250166,Hampshire County
20322,Massachusetts,"Pelham, Town Of",Pelham,25,250168,Hampshire County
20323,Massachusetts,"Plainfield, Town Of",Plainfield,25,250169,Hampshire County
20324,Massachusetts,"Southampton, Town Of",Southampton,25,250171,Hampshire County
20325,Massachusetts,"South Hadley, Town Of",South Hadley,25,250170,Hampshire County
20326,Massachusetts,"Andover, Town Of",Andover,25,250076,Essex County
20327,Massachusetts,"Boxford, Town Of",Boxford,25,250078,Essex County
20328,Massachusetts,"Danvers, Town Of",Danvers,25,250079,Essex County
20329,Massachusetts,"Essex, Town Of",Essex,25,250080,Essex County
20330,Massachusetts,"Georgetown, Town Of",Georgetown,25,250081,Essex County
20331,Massachusetts,"Ware, Town Of",Ware,25,250172,Hampshire County
20332,Massachusetts,"Westhampton, Town Of",Westhampton,25,250173,Hampshire County
20333,Massachusetts,"Williamsburg, Town Of",Williamsburg,25,250174,Hampshire County
20334,Massachusetts,"Worthington, Town Of",Worthington,25,250175,Hampshire County
20335,Massachusetts,"Groveland, Town Of",Groveland,25,250083,Essex County
20336,Massachusetts,"Hamilton, Town Of",Hamilton,25,250084,Essex County
20337,Massachusetts,"Ipswich, Town Of",Ipswich,25,250086,Essex County
20338,Massachusetts,"Lynnfield, Town Of",Lynnfield,25,250089,Essex County
20339,Massachusetts,"Manchester-By-The-Sea, Town Of",Manchester-by-the-Sea,25,250090,Essex County
20340,Massachusetts,"Marblehead, Town Of",Marblehead,25,250091,Essex County
20341,Massachusetts,"Merrimac, Town Of",Merrimac,25,250092,Essex County
20342,Massachusetts,"Middleton, Town Of",Middleton,25,250094,Essex County
20343,Massachusetts,"Nahant, Town Of",Nahant,25,250095,Essex County
20344,Massachusetts,"Newbury, Town Of",Newbury,25,250096,Essex County
20345,Massachusetts,"North Andover, Town Of",North Andover,25,250098,Essex County
20346,Massachusetts,"Rockport, Town Of",Rockport,25,250100,Essex County
20347,Massachusetts,"Rowley, Town Of",Rowley,25,250101,Essex County
20348,Massachusetts,"Salisbury, Town Of",Salisbury,25,250103,Essex County
20349,Massachusetts,"Saugus, Town Of",Saugus,25,250104,Essex County
20350,Massachusetts,"Swampscott, Town Of",Swampscott,25,250105,Essex County
20351,Massachusetts,"Topsfield, Town Of",Topsfield,25,250106,Essex County
20352,Massachusetts,"Wenham, Town Of",Wenham,25,250107,Essex County
20353,Massachusetts,"West Newbury, Town Of",West Newbury,25,250108,Essex County
20354,Massachusetts,"Ashfield, Town Of",Ashfield,25,250109,Franklin County
20355,Massachusetts,"Bernardston, Town Of",Bernardston,25,250110,Franklin County
20356,Massachusetts,"Buckland, Town Of",Buckland,25,250111,Franklin County
20357,Massachusetts,"Charlemont, Town Of",Charlemont,25,250112,Franklin County
20358,Massachusetts,"Colrain, Town Of",Colrain,25,250113,Franklin County
20359,Massachusetts,"Conway, Town Of",Conway,25,250114,Franklin County
20360,Massachusetts,"Deerfield, Town Of",Deerfield,25,250115,Franklin County
20361,Massachusetts,"Erving, Town Of",Erving,25,250116,Franklin County
20362,Massachusetts,"Gill, Town Of",Gill,25,250117,Franklin County
20363,Massachusetts,"Hawley, Town Of",Hawley,25,250119,Franklin County
20364,Massachusetts,"Heath, Town Of",Heath,25,250350,Franklin County
20365,Massachusetts,"Leverett, Town Of",Leverett,25,250120,Franklin County
20366,Massachusetts,"Leyden, Town Of",Leyden,25,250121,Franklin County
20367,Massachusetts,"Monroe, Town Of",Monroe,25,250351,Franklin County
20368,Massachusetts,"Montague, Town Of",Montague,25,250122,Franklin County
20369,Massachusetts,"New Salem, Town Of",New Salem,25,250123,Franklin County
20370,Massachusetts,"Northfield, Town Of",Northfield,25,250124,Franklin County
20371,Massachusetts,"Orange, Town Of",Orange,25,250125,Franklin County
20372,Massachusetts,"Rowe, Town Of",Rowe,25,250126,Franklin County
20373,Massachusetts,"Shelburne, Town Of",Shelburne,25,250127,Franklin County
20374,Massachusetts,"Shutesbury, Town Of",Shutesbury,25,250128,Franklin County
20375,Massachusetts,"Sunderland, Town Of",Sunderland,25,250129,Franklin County
20376,Massachusetts,"Amherst, Town Of",Amherst,25,250156,Hampshire County
20377,Massachusetts,"Belchertown, Town Of",Belchertown,25,250157,Hampshire County
20378,Massachusetts,"Chesterfield, Town Of",Chesterfield,25,250158,Hampshire County
20379,Massachusetts,"Cummington, Town Of",Cummington,25,250159,Hampshire County
20380,Massachusetts,"Aquinnah, Town Of",Aquinnah,25,250070,Dukes County
20381,Massachusetts,"Chilmark, Town Of",Chilmark,25,250068,Dukes County
20382,Massachusetts,"Gosnold, Town Of",Gosnold,25,250071,Dukes County
20383,Massachusetts,"Oak Bluffs, Town Of",Oak Bluffs,25,250072,Dukes County
20384,Massachusetts,"Tisbury, Town Of",Tisbury,25,250073,Dukes County
20385,Massachusetts,"West Tisbury, Town Of",West Tisbury,25,250074,Dukes County
20386,Massachusetts,"Blandford, Town Of",Blandford,25,250134,Hampden County
20387,Massachusetts,"Brimfield, Town Of",Brimfield,25,250135,Hampden County
20388,Massachusetts,"Chester, Town Of",Chester,25,250136,Hampden County
20389,Massachusetts,"East Longmeadow, Town Of",East Longmeadow,25,250138,Hampden County
20390,Massachusetts,"Granville, Town Of",Granville,25,250139,Hampden County
20391,Massachusetts,"Hampden, Town Of",Hampden,25,250140,Hampden County
20392,Massachusetts,"Holland, Town Of",Holland,25,250141,Hampden County
20393,Massachusetts,"Longmeadow, Town Of",Longmeadow,25,250143,Hampden County
20394,Massachusetts,"Ludlow, Town Of",Ludlow,25,250144,Hampden County
20395,Massachusetts,"Monson, Town Of",Monson,25,250145,Hampden County
20396,Massachusetts,"Montgomery, Town Of",Montgomery,25,250146,Hampden County
20397,Massachusetts,"Russell, Town Of",Russell,25,250148,Hampden County
20398,Massachusetts,"Southwick, Town Of",Southwick,25,250149,Hampden County
20399,Massachusetts,"Tolland, Town Of",Tolland,25,250151,Hampden County
20400,Massachusetts,"Wales, Town Of",Wales,25,250152,Hampden County
20401,Massachusetts,"Wilbraham, Town Of",Wilbraham,25,250154,Hampden County
20402,Massachusetts,"Northbridge, Town Of",Northbridge,25,250322,Worcester County
20403,Massachusetts,"North Brookfield, Town Of",North Brookfield,25,250323,Worcester County
20404,Massachusetts,"Oakham, Town Of",Oakham,25,250324,Worcester County
20405,Massachusetts,"Oxford, Town Of",Oxford,25,250325,Worcester County
20406,Massachusetts,"Paxton, Town Of",Paxton,25,250326,Worcester County
20407,Massachusetts,"Petersham, Town Of",Petersham,25,250327,Worcester County
20408,Massachusetts,"Phillipston, Town Of",Phillipston,25,250328,Worcester County
20409,Massachusetts,"Princeton, Town Of",Princeton,25,250329,Worcester County
20410,Massachusetts,"Royalston, Town Of",Royalston,25,250330,Worcester County
20411,Massachusetts,"Rutland, Town Of",Rutland,25,250331,Worcester County
20412,Massachusetts,"Shrewsbury, Town Of",Shrewsbury,25,250332,Worcester County
20413,Massachusetts,"Southborough, Town Of",Southborough,25,250333,Worcester County
20414,Massachusetts,"Spencer, Town Of",Spencer,25,250335,Worcester County
20415,Massachusetts,"Sterling, Town Of",Sterling,25,250336,Worcester County
20416,Massachusetts,"Sturbridge, Town Of",Sturbridge,25,250337,Worcester County
20417,Massachusetts,"Sutton, Town Of",Sutton,25,250338,Worcester County
20418,Massachusetts,"Templeton, Town Of",Templeton,25,250339,Worcester County
20419,Massachusetts,"Upton, Town Of",Upton,25,250340,Worcester County
20420,Massachusetts,"Uxbridge, Town Of",Uxbridge,25,250341,Worcester County
20421,Massachusetts,"Warren, Town Of",Warren,25,250342,Worcester County
20422,Massachusetts,"Webster, Town Of",Webster,25,250343,Worcester County
20423,Massachusetts,"Westborough, Town Of",Westborough,25,250344,Worcester County
20424,Massachusetts,"West Boylston, Town Of",West Boylston,25,250345,Worcester County
20425,Massachusetts,"West Brookfield, Town Of",West Brookfield,25,250346,Worcester County
20426,Massachusetts,"Westminster, Town Of",Westminster,25,250347,Worcester County
20427,Massachusetts,"Winchendon, Town Of",Winchendon,25,250348,Worcester County
20428,Massachusetts,"Acton, Town Of",Acton,25,250176,Middlesex County
20429,Massachusetts,"Arlington, Town Of",Arlington,25,250177,Middlesex County
20430,Massachusetts,"Ashby, Town Of",Ashby,25,250178,Middlesex County
20431,Massachusetts,"Ashland, Town Of",Ashland,25,250179,Middlesex County
20432,Massachusetts,"Ayer, Town Of",Ayer,25,250180,Middlesex County
20433,Massachusetts,"Bedford, Town Of",Bedford,25,255209,Middlesex County
20434,Massachusetts,"Belmont, Town Of",Belmont,25,250182,Middlesex County
20435,Massachusetts,"Billerica, Town Of",Billerica,25,250183,Middlesex County
20436,Massachusetts,"Boxborough, Town Of",Boxborough,25,250184,Middlesex County
20437,Massachusetts,"Burlington, Town Of",Burlington,25,250185,Middlesex County
20438,Massachusetts,"Carlisle, Town Of",Carlisle,25,250187,Middlesex County
20439,Massachusetts,"Chelmsford, Town Of",Chelmsford,25,250188,Middlesex County
20440,Massachusetts,"Concord, Town Of",Concord,25,250189,Middlesex County
20441,Massachusetts,"Dracut, Town Of",Dracut,25,250190,Middlesex County
20442,Massachusetts,"Dunstable, Town Of",Dunstable,25,250191,Middlesex County
20443,Massachusetts,"Framingham, Town Of",Framingham,25,250193,Middlesex County
20444,Massachusetts,"Groton, Town Of",Groton,25,250194,Middlesex County
20445,Massachusetts,"Holliston, Town Of",Holliston,25,250195,Middlesex County
20446,Massachusetts,"Hopkinton, Town Of",Hopkinton,25,250196,Middlesex County
20447,Massachusetts,"Hudson, Town Of",Hudson,25,250197,Middlesex County
20448,Massachusetts,"Lexington, Town Of",Lexington,25,250198,Middlesex County
20449,Massachusetts,"Lincoln, Town Of",Lincoln,25,250199,Middlesex County
20450,Massachusetts,"Littleton, Town Of",Littleton,25,250200,Middlesex County
20451,Massachusetts,"Northborough, Town Of",Northborough,25,250321,Worcester County
20452,Massachusetts,"Maynard, Town Of",Maynard,25,250204,Middlesex County
20453,Massachusetts,"Natick, Town Of",Natick,25,250207,Middlesex County
20454,Massachusetts,"North Reading, Town Of",North Reading,25,250209,Middlesex County
20455,Massachusetts,"Pepperell, Town Of",Pepperell,25,250210,Middlesex County
20456,Massachusetts,"Reading, Town Of",Reading,25,250211,Middlesex County
20457,Massachusetts,"Sherborn, Town Of",Sherborn,25,250212,Middlesex County
20458,Massachusetts,"Shirley, Town Of",Shirley,25,250213,Middlesex County
20459,Massachusetts,"Ashburnham, Town Of",Ashburnham,25,250290,Worcester County
20460,Massachusetts,"Athol, Town Of",Athol,25,250291,Worcester County
20461,Massachusetts,"Auburn, Town Of",Auburn,25,250292,Worcester County
20462,Massachusetts,"Barre, Town Of",Barre,25,250293,Worcester County
20463,Massachusetts,"Berlin, Town Of",Berlin,25,250294,Worcester County
20464,Massachusetts,"Blackstone, Town Of",Blackstone,25,250295,Worcester County
20465,Massachusetts,"Stoneham, Town Of",Stoneham,25,250215,Middlesex County
20466,Massachusetts,"Stow, Town Of",Stow,25,250216,Middlesex County
20467,Massachusetts,"Sudbury, Town Of",Sudbury,25,250217,Middlesex County
20468,Massachusetts,"Tewksbury, Town Of",Tewksbury,25,250218,Middlesex County
20469,Massachusetts,"Townsend, Town Of",Townsend,25,250219,Middlesex County
20470,Massachusetts,"Tyngsborough, Town Of",Tyngsborough,25,250220,Middlesex County
20471,Massachusetts,"Wakefield, Town Of",Wakefield,25,250221,Middlesex County
20472,Massachusetts,"Wayland, Town Of",Wayland,25,250224,Middlesex County
20473,Massachusetts,"Westford, Town Of",Westford,25,250225,Middlesex County
20474,Massachusetts,"Weston, Town Of",Weston,25,250226,Middlesex County
20475,Massachusetts,"Bolton, Town Of",Bolton,25,250296,Worcester County
20476,Massachusetts,"Boylston, Town Of",Boylston,25,250297,Worcester County
20477,Massachusetts,"Brookfield, Town Of",Brookfield,25,250298,Worcester County
20478,Massachusetts,"Charlton, Town Of",Charlton,25,250299,Worcester County
20479,Massachusetts,"Wilmington, Town Of",Wilmington,25,250227,Middlesex County
20480,Massachusetts,"Winchester, Town Of",Winchester,25,250228,Middlesex County
20481,Massachusetts,"Clinton, Town Of",Clinton,25,250300,Worcester County
20482,Massachusetts,"Douglas, Town Of",Douglas,25,250301,Worcester County
20483,Massachusetts,"Dudley, Town Of",Dudley,25,250302,Worcester County
20484,Massachusetts,"East Brookfield, Town Of",East Brookfield,25,250303,Worcester County
20485,Massachusetts,"Grafton, Town Of",Grafton,25,250306,Worcester County
20486,Massachusetts,"Hardwick, Town Of",Hardwick,25,250307,Worcester County
20487,Massachusetts,"Harvard, Town Of",Harvard,25,250308,Worcester County
20488,Massachusetts,"Holden, Town Of",Holden,25,250309,Worcester County
20489,Massachusetts,"Hopedale, Town Of",Hopedale,25,250310,Worcester County
20490,Massachusetts,"Hubbardston, Town Of",Hubbardston,25,250311,Worcester County
20491,Massachusetts,"Lancaster, Town Of",Lancaster,25,250312,Worcester County
20492,Massachusetts,"Leicester, Town Of",Leicester,25,250313,Worcester County
20493,Massachusetts,"Lunenburg, Town Of",Lunenburg,25,250315,Worcester County
20494,Massachusetts,"Mendon, Town Of",Mendon,25,250316,Worcester County
20495,Massachusetts,"Milford, Town Of",Milford,25,250317,Worcester County
20496,Massachusetts,"Millbury, Town Of",Millbury,25,250318,Worcester County
20497,Massachusetts,"Millville, Town Of",Millville,25,250319,Worcester County
20498,Massachusetts,"New Braintree, Town Of",New Braintree,25,250320,Worcester County
20499,Connecticut,"Bethel, Town Of",Bethel,09,090001,Fairfield County
20500,Connecticut,"Brookfield, Town Of",Brookfield,09,090003,Fairfield County
20501,Connecticut,"Easton, Town Of",Easton,09,090006,Fairfield County
20502,Connecticut,"Monroe, Town Of",Monroe,09,090009,Fairfield County
20503,Connecticut,"New Fairfield, Town Of",New Fairfield,09,090188,Fairfield County
20504,Connecticut,"Newtown, Town Of",Newtown,09,090011,Fairfield County
20505,Connecticut,"Redding, Town Of",Redding,09,090141,Fairfield County
20506,Connecticut,"Ridgefield, Town Of",Ridgefield,09,090013,Fairfield County
20507,Connecticut,"Sherman,Town Of",Sherman,09,090166,Fairfield County
20508,Connecticut,"Stratford, Town Of",Stratford,09,090016,Fairfield County
20509,Connecticut,"Trumbull, Town Of",Trumbull,09,090017,Fairfield County
20510,Connecticut,"Weston, Town Of",Weston,09,090018,Fairfield County
20511,Connecticut,"Wilton, Town Of",Wilton,09,090020,Fairfield County
20512,Connecticut,"Bozrah, Town Of",Bozrah,09,090094,New London County
20513,Connecticut,"Colchester, Town Of",Colchester,09,090095,New London County
20514,Connecticut,"East Lyme, Town Of",East Lyme,09,090096,New London County
20515,Connecticut,"Franklin, Town Of",Franklin,09,090154,New London County
20516,Connecticut,"Griswold, Town Of",Griswold,09,090173,New London County
20517,Connecticut,"Groton, Town Of",Groton,09,090097,New London County
20518,Connecticut,"Lebanon, Town Of",Lebanon,09,090155,New London County
20519,Connecticut,"Ledyard, Town Of",Ledyard,09,090157,New London County
20520,Connecticut,"Lisbon, Town Of",Lisbon,09,090172,New London County
20521,Connecticut,"Lyme, Town Of",Lyme,09,090127,New London County
20522,Connecticut,"Montville, Town Of",Montville,09,090099,New London County
20523,Connecticut,"North Stonington, Town Of",North Stonington,09,090101,New London County
20524,Connecticut,"Old Lyme, Town Of",Old Lyme,09,090103,New London County
20525,Connecticut,"Preston, Town Of",Preston,09,090139,New London County
20526,Connecticut,"Salem, Town Of",Salem,09,090156,New London County
20527,Connecticut,"Sprague, Town Of",Sprague,09,090105,New London County
20528,Connecticut,"Stonington, Town Of",Stonington,09,090106,New London County
20529,Connecticut,"Voluntown, Town Of",Voluntown,09,090143,New London County
20530,Connecticut,"Waterford, Town Of",Waterford,09,090107,New London County
20531,Connecticut,"Ashford, Town Of",Ashford,09,090165,Windham County
20532,Connecticut,"Brooklyn, Town Of",Brooklyn,09,090164,Windham County
20533,Connecticut,"Canterbury, Town Of",Canterbury,09,090183,Windham County
20534,Connecticut,"Chaplin, Town Of",Chaplin,09,090179,Windham County
20535,Connecticut,"Eastford, Town Of",Eastford,09,090115,Windham County
20536,Connecticut,"Hampton, Town Of",Hampton,09,090170,Windham County
20537,Connecticut,"Killingly, Town Of",Killingly,09,090136,Windham County
20538,Connecticut,"Plainfield, Town Of",Plainfield,09,090116,Windham County
