OBJECTID_1,State,CIS_Name,Name_Short,ST_Fips,CID,COUNTY_CIS
7316,Minnesota,"Lynd, City Of",Lynd,27,270584,Lyon County
7317,Minnesota,"St. James, City Of",St. James,27,270518,Watonwan County
7318,Minnesota,"Odin, City Of",Odin,27,270594,Watonwan County
7319,Minnesota,"Madelia, City Of",Madelia,27,270517,Watonwan County
7320,Minnesota,"Ghent, City Of",Ghent,27,270257,Lyon County
7321,Minnesota,"Garvin, City Of",Garvin,27,270778,Lyon County
7322,Minnesota,"Florence, City Of",Florence,27,270777,Lyon County
7323,Minnesota,"Cottonwood, City Of",Cottonwood,27,270765,Lyon County
7324,Minnesota,"Balaton, City Of",Balaton,27,270553,Lyon County
7325,Minnesota,"Lake Wilson, City Of",Lake Wilson,27,270767,Murray County
7326,Minnesota,"Iona, City Of",Iona,27,270579,Murray County
7327,Minnesota,"Hadley, City Of",Hadley,27,270573,Murray County
7328,Minnesota,"Fulda, City Of",Fulda,27,270730,Murray County
7329,Minnesota,"Currie, City Of",Currie,27,270313,Murray County
7330,Minnesota,"Chandler, City Of",Chandler,27,270312,Murray County
7331,Minnesota,"Avoca, City Of",Avoca,27,270552,Murray County
7332,Minnesota,"Trosky, City Of",Trosky,27,270361,Pipestone County
7333,Minnesota,"Ruthton, City Of",Ruthton,27,270360,Pipestone County
7334,Minnesota,"Pipestone, City Of",Pipestone,27,270359,Pipestone County
7335,Minnesota,"Ihlen, City Of",Ihlen,27,270357,Pipestone County
7336,Minnesota,"Holland, City Of",Holland,27,270356,Pipestone County
7337,Minnesota,"Hatfield, City Of",Hatfield,27,270355,Pipestone County
7338,Minnesota,"Edgerton, City Of",Edgerton,27,270354,Pipestone County
7339,Alabama,Barbour County*,Barbour,01,010315,Barbour County
7340,Alabama,Clay County*,Clay,01,010317,Clay County
7341,Alabama,Marengo County *,Marengo,01,010156,Marengo County
7342,Alabama,Houston County *,Houston,01,010098,Houston County
7343,Alabama,Conecuh County*,Conecuh,01,010319,Conecuh County
7344,Alabama,Cleburne County *,Cleburne,01,010042,Cleburne County
7345,Alabama,Jefferson County *,Jefferson,01,010217,Jefferson County
7346,Alabama,Henry County*,Henry,01,010261,Henry County
7347,Alabama,Crenshaw County*,Crenshaw,01,010246,Crenshaw County
7348,Alabama,Dallas County*,Dallas,01,010063,Dallas County
7349,Alabama,Covington County *,Covington,01,010244,Covington County
7350,Alabama,Shelby County*,Shelby,01,010191,Shelby County
7351,Alabama,Bibb County*,Bibb,01,010226,Bibb County
7352,Alabama,Butler County *,Butler,01,010017,Butler County
7353,Alabama,Macon County *,Macon,01,010148,Macon County
7354,Alabama,Autauga County *,Autauga,01,010314,Autauga County
7355,Alabama,Talladega County *,Talladega,01,010297,Talladega County
7356,Alabama,Walker County *,Walker,01,010301,Walker County
7357,Alabama,Pickens County *,Pickens,01,010283,Pickens County
7358,Alabama,Tuscaloosa County *,Tuscaloosa,01,010201,Tuscaloosa County
7359,Alabama,Dale County *,Dale,01,010060,Dale County
7360,Alabama,Tallapoosa County*,Tallapoosa,01,010326,Tallapoosa County
7361,Alabama,Geneva County *,Geneva,01,010258,Geneva County
7362,Alabama,Wilcox County*,Wilcox,01,010327,Wilcox County
7363,Alabama,Sumter County*,Sumter,01,010194,Sumter County
7364,Alabama,Calhoun County *,Calhoun,01,010013,Calhoun County
7365,Alabama,Pike County*,Pike,01,010286,Pike County
7366,Alabama,Perry County *,Perry,01,010179,Perry County
7367,Alabama,Elmore County*,Elmore,01,010406,Elmore County
7368,Alabama,Washington County*,Washington,01,010302,Washington County
7369,Alabama,Chambers County*,Chambers,01,010026,Chambers County
7370,Alabama,Clarke County *,Clarke,01,010316,Clarke County
7371,Alabama,St. Clair County *,St. Clair,01,010290,St. Clair County
7372,Alabama,Chilton County *,Chilton,01,010030,Chilton County
7373,Alabama,Bullock County*,Bullock,01,010231,Bullock County
7374,Alabama,Greene County *,Greene,01,010091,Greene County
7375,Alabama,Coosa County *,Coosa,01,010052,Coosa County
7376,Alabama,Russell County *,Russell,01,010287,Russell County
7377,Alabama,Coffee County *,Coffee,01,010239,Coffee County
7378,Alabama,Monroe County *,Monroe,01,010325,Monroe County
7379,Alabama,Lamar County *,Lamar,01,010271,Lamar County
7380,Alabama,Choctaw County*,Choctaw,01,010310,Choctaw County
7381,Alabama,Montgomery County *,Montgomery,01,010278,Montgomery County
7382,Alabama,Escambia County *,Escambia,01,010251,Escambia County
7383,Alabama,Randolph County *,Randolph,01,010182,Randolph County
7384,Alabama,Fayette County *,Fayette,01,010219,Fayette County
7385,Alabama,Lee County *,Lee,01,010250,Lee County
7386,Alabama,Lowndes County *,Lowndes,01,010272,Lowndes County
7387,Alabama,Hale County*,Hale,01,010094,Hale County
7388,Arkansas,Calhoun County*,Calhoun,05,050421,Calhoun County
7389,Arkansas,Columbia County*,Columbia,05,050425,Columbia County
7390,Arkansas,Chicot County *,Chicot,05,050025,Chicot County
7391,Arkansas,Cleveland County*,Cleveland,05,050038,Cleveland County
7392,Arkansas,Union County*,Union,05,050205,Union County
7393,Arkansas,Nevada County*,Nevada,05,050454,Nevada County
7394,Arkansas,Drew County*,Drew,05,050430,Drew County
7395,Arkansas,Lafayette County*,Lafayette,05,050442,Lafayette County
7396,Arkansas,Ouachita County*,Ouachita,05,050161,Ouachita County
7397,Arkansas,Bradley County*,Bradley,05,050420,Bradley County
7398,Arkansas,Ashley County*,Ashley,05,050003,Ashley County
7399,Florida,Holmes County *,Holmes,12,120420,Holmes County
7400,Georgia,Lanier County*,Lanier,13,130555,Lanier County
7401,Georgia,Bryan County *,Bryan,13,130016,Bryan County
7402,Georgia,Appling County*,Appling,13,130001,Appling County
7403,Georgia,Bleckley County*,Bleckley,13,130280,Bleckley County
7404,Georgia,Fayette County *,Fayette,13,130432,Fayette County
7405,Georgia,Jefferson County*,Jefferson,13,130538,Jefferson County
7406,Georgia,Seminole County*,Seminole,13,130387,Seminole County
7407,Georgia,Camden County*,Camden,13,130262,Camden County
7408,Georgia,Glynn County *,Glynn,13,130092,Glynn County
7409,Georgia,Polk County *,Polk,13,130256,Polk County
7410,Georgia,Morgan County*,Morgan,13,130559,Morgan County
7411,Georgia,Talbot County *,Talbot,13,130396,Talbot County
7412,Georgia,Schley County*,Schley,13,135267,Schley County
7413,Georgia,Wilcox County*,Wilcox,13,130524,Wilcox County
7414,Georgia,Athens-Clarke County,Clarke,13,130040,Clarke County
7415,Georgia,Jones County*,Jones,13,130434,Jones County
7416,Georgia,Carroll County*,Carroll,13,130464,Carroll County
7417,Georgia,Rockdale County *,Rockdale,13,130384,Rockdale County
7418,Georgia,Cobb County*,Cobb,13,130052,Cobb County
7419,Georgia,Columbia County*,Columbia,13,130059,Columbia County
7420,Georgia,Baldwin County*,Baldwin,13,130005,Baldwin County
7421,Georgia,Emanuel County*,Emanuel,13,130307,Emanuel County
7422,Georgia,Warren County*,Warren,13,135262,Warren County
7423,Georgia,Clayton County*,Clayton,13,130041,Clayton County
7424,Georgia,Brantley County *,Brantley,13,130012,Brantley County
7425,Georgia,Chatham County*,Chatham,13,130030,Chatham County
7426,Georgia,Peach County *,Peach,13,130373,Peach County
7427,Georgia,Echols County*,Echols,13,135272,Echols County
7428,Georgia,Evans County*,Evans,13,130494,Evans County
7429,Georgia,Irwin County*,Irwin,13,130572,Irwin County
7430,Georgia,Burke County*,Burke,13,130022,Burke County
7431,Georgia,Henry County *,Henry,13,130468,Henry County
7432,Georgia,Liberty County *,Liberty,13,130123,Liberty County
7433,Georgia,Toombs County*,Toombs,13,130173,Toombs County
7434,Georgia,Monroe County*,Monroe,13,130138,Monroe County
7435,Georgia,Oconee County *,Oconee,13,130453,Oconee County
7436,Georgia,Berrien County*,Berrien,13,135271,Berrien County
7437,Georgia,Cook County*,Cook,13,130501,Cook County
7438,Georgia,Pierce County *,Pierce,13,130151,Pierce County
7439,Georgia,Early County*,Early,13,130499,Early County
7440,Georgia,Johnson County*,Johnson,13,130567,Johnson County
7441,Georgia,Taylor County*,Taylor,13,130522,Taylor County
7442,Georgia,Dooly County*,Dooly,13,130532,Dooly County
7443,Georgia,Lee County *,Lee,13,130122,Lee County
7444,Georgia,Wilkes County*,Wilkes,13,135263,Wilkes County
7445,Georgia,Lamar County*,Lamar,13,130556,Lamar County
7446,Georgia,Haralson County*,Haralson,13,130495,Haralson County
7447,Georgia,Coffee County*,Coffee,13,130465,Coffee County
7448,Georgia,Glascock County*,Glascock,13,130660,Glascock County
7449,Georgia,"Augusta-Richmond County, City Of",Richmond,13,130158,Richmond County
7450,Georgia,Twiggs County*,Twiggs,13,130406,Twiggs County
7451,Georgia,Miller County*,Miller,13,130134,Miller County
7452,Georgia,Meriwether County*,Meriwether,13,130473,Meriwether County
7453,Georgia,Newton County *,Newton,13,130143,Newton County
7454,Georgia,Mitchell County *,Mitchell,13,130438,Mitchell County
7455,Georgia,Greene County*,Greene,13,130573,Greene County
7456,Georgia,Sumter County*,Sumter,13,130521,Sumter County
7457,Georgia,Randolph County*,Randolph,13,130553,Randolph County
7458,Georgia,Pulaski County*,Pulaski,13,130378,Pulaski County
7459,Georgia,Brooks County*,Brooks,13,130281,Brooks County
7460,Georgia,Bacon County*,Bacon,13,135270,Bacon County
7461,Georgia,Turner County*,Turner,13,130566,Turner County
7462,Georgia,Lowndes County *,Lowndes,13,130469,Lowndes County
7463,Georgia,Atkinson County*,Atkinson,13,130558,Atkinson County
7464,Georgia,Screven County*,Screven,13,130160,Screven County
7465,Georgia,Troup County *,Troup,13,130405,Troup County
7466,Georgia,Laurens County *,Laurens,13,130462,Laurens County
7467,Georgia,Thomas County *,Thomas,13,130401,Thomas County
7468,Georgia,Candler County*,Candler,13,130574,Candler County
7469,Georgia,Calhoun County*,Calhoun,13,130571,Calhoun County
7470,Georgia,Baker County *,Baker,13,130270,Baker County
7471,Georgia,Lincoln County*,Lincoln,13,130665,Lincoln County
7472,Georgia,Crisp County*,Crisp,13,130504,Crisp County
7473,Georgia,Houston County *,Houston,13,130247,Houston County
7474,Georgia,Wayne County *,Wayne,13,130417,Wayne County
7475,Georgia,Effingham County *,Effingham,13,130076,Effingham County
7476,Georgia,Telfair County*,Telfair,13,130166,Telfair County
7477,Georgia,Oglethorpe County*,Oglethorpe,13,130370,Oglethorpe County
7478,Georgia,Washington County*,Washington,13,135259,Washington County
7479,Georgia,Bibb County*,Bibb,13,130500,Bibb County
7480,Georgia,Spalding County *,Spalding,13,130388,Spalding County
7481,Georgia,Dodge County*,Dodge,13,130523,Dodge County
7482,Georgia,Taliaferro County*,Taliaferro,13,135261,Taliaferro County
7483,Georgia,Decatur County*,Decatur,13,130451,Decatur County
7484,Georgia,Bulloch County*,Bulloch,13,130019,Bulloch County
7485,Georgia,Jenkins County *,Jenkins,13,130118,Jenkins County
7486,Georgia,Hancock County*,Hancock,13,130563,Hancock County
7487,Georgia,Upson County *,Upson,13,130407,Upson County
7488,Georgia,Dougherty County *,Dougherty,13,130074,Dougherty County
7489,Georgia,Clay County*,Clay,13,130554,Clay County
7490,Georgia,Marion County*,Marion,13,135266,Marion County
7491,Georgia,Douglas County *,Douglas,13,130306,Douglas County
7492,Georgia,Coweta County *,Coweta,13,130298,Coweta County
7493,Georgia,Stewart County *,Stewart,13,130393,Stewart County
7494,Georgia,Heard County*,Heard,13,130105,Heard County
7495,Georgia,Wilkinson County*,Wilkinson,13,135167,Wilkinson County
7496,Georgia,Wheeler County*,Wheeler,13,130190,Wheeler County
7497,Georgia,Mcintosh County *,McIntosh,13,130130,Mcintosh County
7498,Georgia,Worth County*,Worth,13,130196,Worth County
7499,Georgia,Butts County*,Butts,13,130518,Butts County
7500,Georgia,Jasper County*,Jasper,13,130519,Jasper County
7501,Georgia,Macon County*,Macon,13,130506,Macon County
7502,Georgia,Harris County*,Harris,13,130338,Harris County
7503,Georgia,Tift County *,Tift,13,130404,Tift County
7504,Georgia,Jeff Davis County*,Jeff Davis,13,130113,Jeff Davis County
7505,Georgia,Colquitt County*,Colquitt,13,130058,Colquitt County
7506,Georgia,Treutlen County*,Treutlen,13,130175,Treutlen County
7507,Georgia,Mcduffie County *,McDuffie,13,130357,Mcduffie County
7508,Georgia,Dekalb County *,DeKalb,13,130065,Dekalb County
7509,Georgia,Putnam County*,Putnam,13,130540,Putnam County
7510,Georgia,Terrell County *,Terrell,13,130400,Terrell County
7511,Georgia,Tattnall County *,Tattnall,13,130471,Tattnall County
7512,Georgia,Crawford County*,Crawford,13,130302,Crawford County
7513,Georgia,Long County *,Long,13,130127,Long County
7514,Georgia,Montgomery County*,Montgomery,13,130139,Montgomery County
7515,Georgia,Walton County *,Walton,13,130185,Walton County
7516,Georgia,Pike County*,Pike,13,130511,Pike County
7517,Georgia,Ben Hill County*,Ben Hill,13,130496,Ben Hill County
7518,Georgia,Paulding County *,Paulding,13,130147,Paulding County
7519,Georgia,Grady County*,Grady,13,130096,Grady County
7520,Louisiana,Catahoula Parish*,Catahoula,22,220047,Catahoula Parish
7521,Louisiana,East Carroll Parish*,East Carroll,22,220062,East Carroll Parish
7522,Louisiana,Grant Parish*,Grant,22,220076,Grant Parish
7523,Louisiana,Red River Parish*,Red River,22,220152,Red River Parish
7524,Louisiana,Morehouse Parish*,Morehouse,22,220367,Morehouse Parish
7525,Louisiana,Rapides Parish*,Rapides,22,220145,Rapides Parish
7526,Louisiana,Madison Parish*,Madison,22,220122,Madison Parish
7527,Louisiana,Washington Parish*,Washington,22,220230,Washington Parish
7528,Louisiana,Webster Parish*,Webster,22,220357,Webster Parish
7529,Louisiana,Sabine Parish*,Sabine,22,220368,Sabine Parish
7530,Louisiana,Bienville Parish*,Bienville,22,220360,Bienville Parish
7531,Louisiana,East Feliciana Parish*,East Feliciana,22,220364,East Feliciana Parish
7532,Louisiana,Avoyelles Parish*,Avoyelles,22,220019,Avoyelles Parish
7533,Louisiana,Claiborne Parish*,Claiborne,22,220362,Claiborne Parish
7534,Louisiana,Union Parish*,Union,22,220359,Union Parish
7535,Louisiana,Caldwell Parish*,Caldwell,22,220044,Caldwell Parish
7536,Louisiana,Concordia Parish*,Concordia,22,220053,Concordia Parish
7537,Louisiana,Vernon Parish*,Vernon,22,220228,Vernon Parish
7538,Louisiana,West Feliciana Parish*,West Feliciana,22,220245,West Feliciana Parish
7539,Louisiana,Bossier Parish*,Bossier,22,220031,Bossier Parish
7540,Louisiana,Franklin Parish*,Franklin,22,220071,Franklin Parish
7541,Louisiana,Winn Parish *,Winn,22,220369,Winn Parish
7542,Louisiana,Jackson Parish*,Jackson,22,220365,Jackson Parish
7543,Louisiana,West Carroll Parish*,West Carroll,22,220243,West Carroll Parish
7544,Louisiana,Tensas Parish*,Tensas,22,220215,Tensas Parish
7545,Louisiana,St. Helena Parish*,St. Helena,22,220161,St. Helena Parish
7546,Louisiana,Ouachita Parish*,Ouachita,22,220135,Ouachita Parish
7547,Louisiana,Lincoln Parish*,Lincoln,22,220366,Lincoln Parish
7548,Louisiana,Richland Parish*,Richland,22,220154,Richland Parish
7549,Louisiana,Natchitoches Parish*,Natchitoches,22,220129,Natchitoches Parish
7550,Louisiana,Lasalle Parish*,La Salle,22,220112,La Salle Parish
7551,Mississippi,Claiborne County *,Claiborne,28,280201,Claiborne County
7552,Mississippi,Amite County*,Amite,28,280268,Amite County
7553,Mississippi,Covington County *,Covington,28,280291,Covington County
7554,Mississippi,Clay County *,Clay,28,280036,Clay County
7555,Mississippi,Franklin County*,Franklin,28,280270,Franklin County
7556,Mississippi,Choctaw County*,Choctaw,28,280069,Choctaw County
7557,Mississippi,Washington County*,Washington,28,280177,Washington County
7558,Mississippi,Wayne County *,Wayne,28,280238,Wayne County
7559,Mississippi,Simpson County *,Simpson,28,280281,Simpson County
7560,Mississippi,Perry County*,Perry,28,280233,Perry County
7561,Mississippi,Scott County*,Scott,28,280280,Scott County
7562,Mississippi,Sharkey County*,Sharkey,28,280152,Sharkey County
7563,Mississippi,Jasper County *,Jasper,28,280302,Jasper County
7564,Mississippi,Noxubee County *,Noxubee,28,280305,Noxubee County
7565,Mississippi,Neshoba County *,Neshoba,28,280276,Neshoba County
7566,Mississippi,Grenada County*,Grenada,28,280060,Grenada County
7567,Mississippi,Greene County *,Greene,28,280271,Greene County
7568,Mississippi,Copiah County *,Copiah,28,280221,Copiah County
7569,Mississippi,Jefferson Davis County *,Jefferson Davis,28,280303,Jefferson Davis County
7570,Mississippi,Lawrence County *,Lawrence,28,280272,Lawrence County
7571,Mississippi,Webster County *,Webster,28,280284,Webster County
7572,Mississippi,Holmes County *,Holmes,28,280211,Holmes County
7573,Mississippi,Smith County *,Smith,28,280306,Smith County
7574,Mississippi,Sunflower County *,Sunflower,28,280195,Sunflower County
7575,Mississippi,Winston County *,Winston,28,280308,Winston County
7576,Mississippi,Warren County*,Warren,28,280198,Warren County
7577,Mississippi,Stone County*,Stone,28,280300,Stone County
7578,Mississippi,Pike County *,Pike,28,280278,Pike County
7579,Mississippi,Yazoo County *,Yazoo,28,280199,Yazoo County
7580,Mississippi,Hinds County*,Hinds,28,280070,Hinds County
7581,Mississippi,Forrest County *,Forrest,28,280052,Forrest County
7582,Mississippi,Leake County *,Leake,28,280293,Leake County
7583,Mississippi,Chickasaw County*,Chickasaw,28,280269,Chickasaw County
7584,Mississippi,Attala County *,Attala,28,280301,Attala County
7585,Mississippi,Clarke County *,Clarke,28,280220,Clarke County
7586,Mississippi,Adams County *,Adams,28,280209,Adams County
7587,Mississippi,Humphreys County *,Humphreys,28,280192,Humphreys County
7588,Mississippi,Issaquena County *,Issaquena,28,280200,Issaquena County
7589,Mississippi,Jefferson County *,Jefferson,28,280214,Jefferson County
7590,Mississippi,Leflore County *,Leflore,28,280101,Leflore County
7591,Mississippi,George County *,George,28,280223,George County
7592,Mississippi,Kemper County*,Kemper,28,280246,Kemper County
7593,Mississippi,Rankin County *,Rankin,28,280142,Rankin County
7594,Mississippi,Wilkinson County *,Wilkinson,28,280202,Wilkinson County
7595,Mississippi,Oktibbeha County *,Oktibbeha,28,280277,Oktibbeha County
7596,Mississippi,Jones County *,Jones,28,280222,Jones County
7597,Mississippi,Marion County *,Marion,28,280230,Marion County
7598,Mississippi,Lowndes County *,Lowndes,28,280193,Lowndes County
7599,Mississippi,Montgomery County*,Montgomery,28,280212,Montgomery County
7600,Mississippi,Newton County *,Newton,28,280231,Newton County
7601,Mississippi,Carroll County *,Carroll,28,280191,Carroll County
7602,Mississippi,Monroe County*,Monroe,28,280275,Monroe County
7603,Mississippi,Lauderdale County *,Lauderdale,28,280224,Lauderdale County
7604,Mississippi,Lamar County *,Lamar,28,280304,Lamar County
7605,Mississippi,Lincoln County*,Lincoln,28,280273,Lincoln County
7606,Mississippi,Walthall County*,Walthall,28,280307,Walthall County
7607,Mississippi,Madison County *,Madison,28,280228,Madison County
7608,South Carolina,Berkeley County *,Berkeley,45,450029,Berkeley County
7609,South Carolina,Dorchester County *,Dorchester,45,450068,Dorchester County
7610,South Carolina,Orangeburg County *,Orangeburg,45,450160,Orangeburg County
7611,South Carolina,Williamsburg County *,Williamsburg,45,450187,Williamsburg County
7612,South Carolina,Clarendon County *,Clarendon,45,450051,Clarendon County
7613,South Carolina,Beaufort County*,Beaufort,45,450025,Beaufort County
7614,South Carolina,Hampton County*,Hampton,45,450095,Hampton County
7615,South Carolina,Jasper County*,Jasper,45,450112,Jasper County
7616,South Carolina,Barnwell County *,Barnwell,45,450204,Barnwell County
7617,South Carolina,Charleston County*,Charleston,45,455413,Charleston County
7618,South Carolina,Mccormick County *,McCormick,45,450226,Mccormick County
7619,South Carolina,Colleton County*,Colleton,45,450056,Colleton County
7620,South Carolina,Bamberg County*,Bamberg,45,450203,Bamberg County
7621,South Carolina,Allendale County*,Allendale,45,450201,Allendale County
7622,South Carolina,Georgetown County *,Georgetown,45,450085,Georgetown County
7623,South Carolina,Edgefield County *,Edgefield,45,450229,Edgefield County
7624,South Carolina,Calhoun County*,Calhoun,45,450254,Calhoun County
7625,South Carolina,Aiken County*,Aiken,45,450002,Aiken County
7626,Alabama,"Webb, Town Of",Webb,01,010109,Houston County
7627,Alabama,"Rehobeth, Town Of",Rehobeth,01,010392,Houston County
7628,Alabama,"Madrid, Town Of",Madrid,01,010107,Houston County
7629,Alabama,"Kinsey, Town Of",Kinsey,01,010106,Houston County
7630,Alabama,"Louisville, Town Of",Louisville,01,010225,Barbour County
7631,Alabama,"Eufaula, City Of",Eufaula,01,010011,Barbour County
7632,Alabama,"Clio, Town Of",Clio,01,010223,Barbour County
7633,Alabama,"Clayton, Town Of",Clayton,01,010377,Barbour County
7634,Alabama,"Blue Springs, Town Of",Blue Springs,01,010224,Barbour County
7635,Alabama,"Bakerhill, Town Of",Bakerhill,01,010511,Barbour County
7636,Alabama,"Lineville, Town Of",Lineville,01,010213,Clay County
7637,Alabama,"Ashland, Town Of",Ashland,01,010168,Clay County
7638,Alabama,"Gordon, Town Of",Gordon,01,010105,Houston County
7639,Alabama,"Cowarts, Town Of",Cowarts,01,010103,Houston County
7640,Alabama,"Cottonwood, Town Of",Cottonwood,01,010102,Houston County
7641,Alabama,"Columbia, Town Of",Columbia,01,010101,Houston County
7642,Alabama,"Avon, Town Of",Avon,01,010100,Houston County
7643,Alabama,"Ashford, City Of",Ashford,01,010099,Houston County
7644,Alabama,"Taylor, Town Of",Taylor,01,010108,Houston County
7645,Alabama,"Dothan, City Of",Dothan,01,010104,Dale County/Houston County
7646,Alabama,"Thomaston, Town Of",Thomaston,01,010273,Marengo County
7647,Alabama,"Sweetwater, Town Of",Sweet Water,01,010160,Marengo County
7648,Alabama,"Providence, Town Of",Providence,01,010159,Marengo County
7649,Alabama,"Myrtlewood, Town Of",Myrtlewood,01,010466,Marengo County
7650,Alabama,"Linden, City Of",Linden,01,010158,Marengo County
7651,Alabama,"Faunsdale, Town Of",Faunsdale,01,010457,Marengo County
7652,Alabama,"Demopolis, City Of",Demopolis,01,010157,Marengo County
7653,Alabama,"Dayton, Town Of",Dayton,01,010456,Marengo County
7654,Alabama,"Piedmont, City Of",Piedmont,01,010024,Calhoun County
7655,Alabama,"Spanish Fort, City Of",Spanish Fort,01,010429,Baldwin County
7656,Alabama,"Loxley, Town Of",Loxley,01,010009,Baldwin County
7657,Alabama,"Bay Minette, City Of",Bay Minette,01,010004,Baldwin County
7658,Alabama,"Newville, Town Of",Newville,01,010260,Henry County
7659,Alabama,"Headland, City Of",Headland,01,010097,Henry County
7660,Alabama,"Haleburg, Town Of",Haleburg,01,010413,Henry County
7661,Alabama,"Repton, Town Of",Repton,01,010427,Conecuh County
7662,Alabama,"Evergreen, City Of",Evergreen,01,010051,Conecuh County
7663,Alabama,"Castleberry, Town Of",Castleberry,01,010050,Conecuh County
7664,Alabama,"Mckenzie, Town Of",McKenzie,01,010166,Butler County
7665,Alabama,"Ranburne, Town Of",Ranburne,01,010321,Cleburne County
7666,Alabama,"Heflin, City Of",Heflin,01,010043,Cleburne County
7667,Alabama,"Fruithurst, City Of",Fruithurst,01,010236,Cleburne County
7668,Alabama,"Edwardsville, Town Of",Edwardsville,01,010280,Cleburne County
7669,Alabama,"Abbeville, City Of",Abbeville,01,010259,Henry County
7670,Alabama,"Rutledge, Town Of",Rutledge,01,010513,Crenshaw County
7671,Alabama,"Petrey, Town Of",Petrey,01,010245,Crenshaw County
7672,Alabama,"Valley Grande, City Of",Valley Grande,01,010312,Dallas County
7673,Alabama,"Selma, City Of",Selma,01,010065,Dallas County
7674,Alabama,"Orrville,Town Of",Orrville,01,010064,Dallas County
7675,Alabama,"Pinson, City Of",Pinson,01,010447,Jefferson County
7676,Alabama,"Clay, City Of",Clay,01,010446,Jefferson County
7677,Alabama,"Center Point, City Of",Center Point,01,010445,Jefferson County
7678,Alabama,"West Jefferson, Town Of",West Jefferson,01,010402,Jefferson County
7679,Alabama,"Warrior, City Of",Warrior,01,010263,Jefferson County
7680,Alabama,"Tarrant, City Of",Tarrant,01,010131,Jefferson County
7681,Alabama,"Luverne, City Of",Luverne,01,010058,Crenshaw County
7682,Alabama,"Glenwood, Town Of",Glenwood,01,010057,Crenshaw County
7683,Alabama,"Dozier, Town Of",Dozier,01,010056,Crenshaw County
7684,Alabama,"Brantley, Town Of",Brantley,01,010055,Crenshaw County
7685,Alabama,"West Blocton, Town Of",West Blocton,01,010014,Bibb County
7686,Alabama,"Centreville, City Of",Centreville,01,010369,Bibb County
7687,Alabama,"Brent, City Of",Brent,01,010012,Bibb County
7688,Alabama,"Sylvan Springs, Town Of",Sylvan Springs,01,010420,Jefferson County
7689,Alabama,"Pleasant Grove, City Of",Pleasant Grove,01,010268,Jefferson County
7690,Alabama,"North Johns, Town Of",North Johns,01,010396,Jefferson County
7691,Alabama,"Mulga, Town Of",Mulga,01,010129,Jefferson County
7692,Alabama,"Mountain Brook, City Of",Mountain Brook,01,010128,Jefferson County
7693,Alabama,"Morris, Town Of",Morris,01,010264,Jefferson County
7694,Alabama,"Midfield, City Of",Midfield,01,010127,Jefferson County
7695,Alabama,"Maytown, Town Of",Maytown,01,010421,Jefferson County
7696,Alabama,"Wilton, Town Of",Wilton,01,010405,Shelby County
7697,Alabama,"Wilsonville, Town Of",Wilsonville,01,010404,Shelby County
7698,Alabama,"Westover, Town Of",Westover,01,010451,Shelby County
7699,Alabama,"Pelham, City Of",Pelham,01,010193,Shelby County
7700,Alabama,"Montevallo, City Of",Montevallo,01,010349,Shelby County
7701,Alabama,"Indian Springs Village, Town Of",Indian Springs Village,01,010430,Shelby County
7702,Alabama,"Harpersville, Town Of",Harpersville,01,010293,Shelby County
7703,Alabama,"Columbiana, City Of",Columbiana,01,010449,Shelby County
7704,Alabama,"Chelsea, City Of",Chelsea,01,010432,Shelby County
7705,Alabama,"Alabaster, City Of",Alabaster,01,010192,Shelby County
7706,Alabama,"Lipscomb, City Of",Lipscomb,01,010126,Jefferson County
7707,Alabama,"Kimberly, City Of",Kimberly,01,010265,Jefferson County
7708,Alabama,"Irondale, City Of",Irondale,01,010124,Jefferson County
7709,Alabama,"Hueytown, City Of",Hueytown,01,010337,Jefferson County
7710,Alabama,"Homewood, City Of",Homewood,01,015006,Jefferson County
7711,Alabama,"Graysville, City Of",Graysville,01,010266,Jefferson County
7712,Alabama,"Gardendale, City Of",Gardendale,01,010269,Jefferson County
7713,Alabama,"Fultondale, City Of",Fultondale,01,010121,Jefferson County
7714,Alabama,"Fairfield, City Of",Fairfield,01,010120,Jefferson County
7715,Alabama,"Cardiff, Town Of",Cardiff,01,010119,Jefferson County
7716,Alabama,"Brookside, Town Of",Brookside,01,010118,Jefferson County
7717,Alabama,"Brighton, City Of",Brighton,01,010117,Jefferson County
7718,Alabama,"Bessemer, City Of",Bessemer,01,010115,Jefferson County
7719,Alabama,"Adamsville, City Of",Adamsville,01,010267,Jefferson County
7720,Alabama,"Greenville, City Of",Greenville,01,010329,Butler County
7721,Alabama,"Georgiana, City Of",Georgiana,01,010018,Butler County
7722,Alabama,"Billingsley, Town Of",Billingsley,01,010500,Autauga County
7723,Alabama,"Autaugaville, Town Of",Autaugaville,01,010001,Autauga County
7724,Alabama,"Sanford, Town Of",Sanford,01,010410,Covington County
7725,Alabama,"River Falls, Town Of",River Falls,01,010054,Covington County
7726,Alabama,"Red Level, Town Of",Red Level,01,010243,Covington County
7727,Alabama,"Opp, City Of",Opp,01,010241,Covington County
7728,Alabama,"Onycha, Town Of",Onycha,01,010452,Covington County
7729,Alabama,"Lockhart, Town Of",Lockhart,01,010519,Covington County
7730,Alabama,"Libertyville, Town Of",Libertyville,01,010378,Covington County
7731,Alabama,"Horn Hill, Town Of",Horn Hill,01,015044,Covington County
7732,Alabama,"Vestavia Hills, City Of",Vestavia Hills,01,010132,Jefferson County
