Japan, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 21/09/2016
Year    Age        ASFR
1998     46     0.00011
1998     47     0.00004
1998     48     0.00002
1998     49     0.00001
1998     50     0.00000
1998     51     0.00000
1998     52     0.00000
1998     53     0.00000
1998     54     0.00000
1998     55+    0.00000
1999     12-    0.00000
1999     13     0.00001
1999     14     0.00006
1999     15     0.00024
1999     16     0.00125
1999     17     0.00332
1999     18     0.00632
1999     19     0.01277
1999     20     0.02009
1999     21     0.02768
1999     22     0.03468
1999     23     0.04629
1999     24     0.06004
1999     25     0.07587
1999     26     0.09129
1999     27     0.10526
1999     28     0.11414
1999     29     0.11889
1999     30     0.11536
1999     31     0.10907
1999     32     0.09134
1999     33     0.07663
1999     34     0.06718
1999     35     0.05150
1999     36     0.03936
1999     37     0.02776
1999     38     0.01924
1999     39     0.01284
1999     40     0.00815
1999     41     0.00475
1999     42     0.00264
1999     43     0.00148
1999     44     0.00069
1999     45     0.00030
1999     46     0.00012
1999     47     0.00005
1999     48     0.00002
1999     49     0.00001
1999     50     0.00000
1999     51     0.00000
1999     52     0.00000
1999     53     0.00000
1999     54     0.00000
1999     55+    0.00000
2000     12-    0.00000
2000     13     0.00001
2000     14     0.00006
2000     15     0.00027
2000     16     0.00132
2000     17     0.00383
2000     18     0.00731
2000     19     0.01395
2000     20     0.02138
2000     21     0.02977
2000     22     0.03683
2000     23     0.04596
2000     24     0.05931
2000     25     0.07412
2000     26     0.09005
2000     27     0.10312
2000     28     0.11227
2000     29     0.11731
2000     30     0.11382
2000     31     0.10631
2000     32     0.09741
2000     33     0.07877
2000     34     0.06450
2000     35     0.05544
2000     36     0.04144
2000     37     0.02934
2000     38     0.02045
2000     39     0.01392
2000     40     0.00891
2000     41     0.00529
2000     42     0.00297
2000     43     0.00149
2000     44     0.00076
2000     45     0.00031
2000     46     0.00010
2000     47     0.00004
2000     48     0.00001
2000     49     0.00001
2000     50     0.00000
2000     51     0.00000
2000     52     0.00000
2000     53     0.00000
2000     54     0.00000
2000     55+    0.00000
2001     12-    0.00000
2001     13     0.00001
2001     14     0.00006
2001     15     0.00031
2001     16     0.00153
2001     17     0.00418
2001     18     0.00754
2001     19     0.01519
2001     20     0.02226
2001     21     0.02982
2001     22     0.03819
2001     23     0.04772
2001     24     0.05853
2001     25     0.07219
2001     26     0.08623
2001     27     0.09964
2001     28     0.10766
2001     29     0.11244
2001     30     0.10976
2001     31     0.10218
2001     32     0.09116
2001     33     0.08101
2001     34     0.06511
2001     35     0.05275
2001     36     0.04361
2001     37     0.03023
2001     38     0.02137
2001     39     0.01467
2001     40     0.00913
2001     41     0.00544
2001     42     0.00309
2001     43     0.00150
2001     44     0.00068
2001     45     0.00030
2001     46     0.00013
2001     47     0.00004
2001     48     0.00002
2001     49     0.00001
2001     50     0.00000
2001     51     0.00000
2001     52     0.00000
2001     53     0.00000
2001     54     0.00000
2001     55+    0.00000
2002     12-    0.00000
2002     13     0.00001
2002     14     0.00008
2002     15     0.00038
2002     16     0.00166
2002     17     0.00432
2002     18     0.00781
2002     19     0.01547
2002     20     0.02276
2002     21     0.03045
2002     22     0.03791
2002     23     0.04716
2002     24     0.05823
2002     25     0.06960
2002     26     0.08326
2002     27     0.09470
2002     28     0.10451
2002     29     0.10991
2002     30     0.10736
2002     31     0.10049
2002     32     0.09002
2002     33     0.07867
2002     34     0.06816
2002     35     0.05258
2002     36     0.04121
2002     37     0.03197
2002     38     0.02255
2002     39     0.01525
2002     40     0.00996
2002     41     0.00572
2002     42     0.00328
2002     43     0.00161
2002     44     0.00076
2002     45     0.00030
2002     46     0.00012
2002     47     0.00005
2002     48     0.00002
2002     49     0.00002
2002     50     0.00000
2002     51     0.00000
2002     52     0.00000
2002     53     0.00000
2002     54     0.00000
2002     55+    0.00000
2003     12-    0.00000
2003     13     0.00001
2003     14     0.00007
2003     15     0.00038
2003     16     0.00159
2003     17     0.00390
2003     18     0.00734
2003     19     0.01454
2003     20     0.02189
2003     21     0.02942
2003     22     0.03617
2003     23     0.04488
2003     24     0.05566
2003     25     0.06710
2003     26     0.07880
2003     27     0.09175
2003     28     0.10060
2003     29     0.10678
2003     30     0.10455
2003     31     0.09884
2003     32     0.08873
2003     33     0.07789
2003     34     0.06633
2003     35     0.05587
2003     36     0.04212
2003     37     0.03088
2003     38     0.02391
2003     39     0.01621
2003     40     0.01040
2003     41     0.00623
2003     42     0.00357
2003     43     0.00174
2003     44     0.00079
2003     45     0.00032
2003     46     0.00011
2003     47     0.00005
2003     48     0.00003
2003     49     0.00001
2003     50     0.00001
2003     51     0.00001
2003     52     0.00000
2003     53     0.00000
2003     54     0.00000
2003     55+    0.00000
2004     12-    0.00000
2004     13     0.00001
2004     14     0.00007
2004     15     0.00031
2004     16     0.00151
2004     17     0.00372
2004     18     0.00727
2004     19     0.01439
2004     20     0.02132
2004     21     0.02939
2004     22     0.03620
2004     23     0.04426
2004     24     0.05416
2004     25     0.06597
2004     26     0.07766
2004     27     0.08867
2004     28     0.09774
2004     29     0.10458
2004     30     0.10447
2004     31     0.09897
2004     32     0.08968
2004     33     0.07827
2004     34     0.06763
2004     35     0.05627
2004     36     0.04608
2004     37     0.03279
2004     38     0.02357
2004     39     0.01751
2004     40     0.01112
2004     41     0.00659
2004     42     0.00357
2004     43     0.00190
2004     44     0.00090
2004     45     0.00036
2004     46     0.00015
2004     47     0.00007
2004     48     0.00003
2004     49     0.00002
2004     50     0.00001
2004     51     0.00001
2004     52     0.00000
2004     53     0.00000
2004     54     0.00000
2004     55+    0.00000
2005     12-    0.00000
2005     13     0.00001
2005     14     0.00007
2005     15     0.00028
2005     16     0.00131
2005     17     0.00344
2005     18     0.00665
2005     19     0.01342
2005     20     0.02049
2005     21     0.02826
2005     22     0.03540
2005     23     0.04265
2005     24     0.05162
2005     25     0.06244
2005     26     0.07426
2005     27     0.08496
2005     28     0.09371
2005     29     0.10003
2005     30     0.09965
2005     31     0.09548
2005     32     0.08746
2005     33     0.07774
2005     34     0.06676
2005     35     0.05573
2005     36     0.04484
2005     37     0.03425
2005     38     0.02396
2005     39     0.01693
2005     40     0.01133
2005     41     0.00685
2005     42     0.00374
2005     43     0.00192
2005     44     0.00096
2005     45     0.00043
2005     46     0.00016
2005     47     0.00007
2005     48     0.00004
2005     49     0.00003
2005     50     0.00001
2005     51     0.00001
2005     52     0.00001
2005     53     0.00000
2005     54     0.00000
2005     55+    0.00001
2006     12-    0.00000
2006     13     0.00001
2006     14     0.00006
2006     15     0.00031
2006     16     0.00130
2006     17     0.00370
2006     18     0.00667
2006     19     0.01300
2006     20     0.02072
2006     21     0.02875
2006     22     0.03658
2006     23     0.04400
2006     24     0.05457
2006     25     0.06378
2006     26     0.07539
2006     27     0.08712
2006     28     0.09635
2006     29     0.10340
2006     30     0.10345
2006     31     0.09892
2006     32     0.09209
2006     33     0.08158
2006     34     0.07108
2006     35     0.05960
2006     36     0.04828
2006     37     0.03626
2006     38     0.02740
2006     39     0.01845
2006     40     0.01233
2006     41     0.00768
2006     42     0.00424
2006     43     0.00231
2006     44     0.00099
2006     45     0.00043
2006     46     0.00015
2006     47     0.00005
2006     48     0.00004
2006     49     0.00001
2006     50     0.00000
2006     51     0.00000
2006     52     0.00000
2006     53     0.00000
2006     54     0.00000
2006     55+    0.00000
2007     12-    0.00000
2007     13     0.00001
2007     14     0.00006
2007     15     0.00030
2007     16     0.00124
2007     17     0.00339
2007     18     0.00669
2007     19     0.01303
2007     20     0.02038
2007     21     0.02807
2007     22     0.03558
2007     23     0.04443
2007     24     0.05364
2007     25     0.06454
2007     26     0.07490
2007     27     0.08599
2007     28     0.09557
2007     29     0.10323
2007     30     0.10406
2007     31     0.09978
2007     32     0.09269
2007     33     0.08382
2007     34     0.07367
2007     35     0.06259
2007     36     0.05092
2007     37     0.03895
2007     38     0.02892
2007     39     0.02115
2007     40     0.01384
2007     41     0.00810
2007     42     0.00488
2007     43     0.00250
2007     44     0.00108
2007     45     0.00046
2007     46     0.00019
2007     47     0.00008
2007     48     0.00003
2007     49     0.00001
2007     50     0.00001
2007     51     0.00000
2007     52     0.00000
2007     53     0.00000
2007     54     0.00000
2007     55+    0.00000
2008     12-    0.00000
2008     13     0.00000
2008     14     0.00006
2008     15     0.00029
2008     16     0.00132
2008     17     0.00368
2008     18     0.00699
2008     19     0.01333
2008     20     0.02042
2008     21     0.02853
2008     22     0.03599
2008     23     0.04492
2008     24     0.05510
2008     25     0.06486
2008     26     0.07680
2008     27     0.08620
2008     28     0.09585
2008     29     0.10400
2008     30     0.10460
2008     31     0.10138
2008     32     0.09478
2008     33     0.08506
2008     34     0.07613
2008     35     0.06496
2008     36     0.05332
2008     37     0.04123
2008     38     0.03091
2008     39     0.02209
2008     40     0.01512
2008     41     0.00886
2008     42     0.00498
2008     43     0.00269
2008     44     0.00127
2008     45     0.00044
2008     46     0.00020
2008     47     0.00009
2008     48     0.00003
2008     49     0.00002
2008     50     0.00001
2008     51     0.00001
2008     52     0.00001
2008     53     0.00000
2008     54     0.00000
2008     55+    0.00000
2009     12-    0.00000
2009     13     0.00001
2009     14     0.00010
2009     15     0.00028
2009     16     0.00134
2009     17     0.00353
2009     18     0.00666
2009     19     0.01300
2009     20     0.01991
2009     21     0.02740
2009     22     0.03439
2009     23     0.04360
2009     24     0.05374
2009     25     0.06438
2009     26     0.07557
2009     27     0.08666
2009     28     0.09510
2009     29     0.10252
2009     30     0.10475
2009     31     0.10124
2009     32     0.09483
2009     33     0.08601
2009     34     0.07660
2009     35     0.06623
2009     36     0.05487
2009     37     0.04252
2009     38     0.03258
2009     39     0.02384
2009     40     0.01576
2009     41     0.00996
2009     42     0.00538
2009     43     0.00274
2009     44     0.00137
2009     45     0.00055
2009     46     0.00019
2009     47     0.00008
2009     48     0.00003
2009     49     0.00003
2009     50     0.00001
2009     51     0.00000
2009     52     0.00000
2009     53     0.00000
2009     54     0.00000
2009     55+    0.00001
2010     12-    0.00000
2010     13     0.00001
2010     14     0.00008
2010     15     0.00029
2010     16     0.00124
2010     17     0.00310
2010     18     0.00614
2010     19     0.01235
2010     20     0.01922
2010     21     0.02673
2010     22     0.03353
2010     23     0.04240
2010     24     0.05420
2010     25     0.06476
2010     26     0.07730
2010     27     0.08850
2010     28     0.09837
2010     29     0.10417
2010     30     0.10499
2010     31     0.10346
2010     32     0.09777
2010     33     0.08938
2010     34     0.07934
2010     35     0.06870
2010     36     0.05795
2010     37     0.04496
2010     38     0.03447
2010     39     0.02552
2010     40     0.01725
2010     41     0.01081
2010     42     0.00634
2010     43     0.00317
2010     44     0.00138
2010     45     0.00057
2010     46     0.00024
2010     47     0.00007
2010     48     0.00006
2010     49     0.00003
2010     50     0.00001
2010     51     0.00001
2010     52     0.00000
2010     53     0.00000
2010     54     0.00000
2010     55+    0.00000
2011     12-    0.00000
2011     13     0.00001
2011     14     0.00007
2011     15     0.00034
2011     16     0.00129
2011     17     0.00325
2011     18     0.00590
2011     19     0.01189
2011     20     0.01854
2011     21     0.02564
2011     22     0.03222
2011     23     0.04124
2011     24     0.05230
2011     25     0.06335
2011     26     0.07692
2011     27     0.08906
2011     28     0.09797
2011     29     0.10554
2011     30     0.10547
2011     31     0.10377
2011     32     0.09824
2011     33     0.08990
2011     34     0.08162
2011     35     0.07007
2011     36     0.05858
2011     37     0.04673
2011     38     0.03566
2011     39     0.02655
2011     40     0.01820
2011     41     0.01148
2011     42     0.00650
2011     43     0.00348
2011     44     0.00152
2011     45     0.00062
2011     46     0.00025
2011     47     0.00008
2011     48     0.00005
2011     49     0.00003
2011     50     0.00002
2011     51     0.00002
2011     52     0.00000
2011     53     0.00000
2011     54     0.00000
2011     55+    0.00001
2012     12-    0.00000
2012     13     0.00001
2012     14     0.00009
2012     15     0.00031
2012     16     0.00138
2012     17     0.00324
2012     18     0.00575
2012     19     0.01102
2012     20     0.01750
2012     21     0.02426
2012     22     0.03050
2012     23     0.03845
2012     24     0.04926
2012     25     0.06134
2012     26     0.07525
2012     27     0.08824
2012     28     0.09883
2012     29     0.10629
2012     30     0.10742
2012     31     0.10422
2012     32     0.10029
2012     33     0.09238
2012     34     0.08345
2012     35     0.07343
2012     36     0.06166
2012     37     0.04874
2012     38     0.03806
2012     39     0.02853
2012     40     0.01977
2012     41     0.01268
2012     42     0.00712
2012     43     0.00376
2012     44     0.00183
2012     45     0.00074
2012     46     0.00023
2012     47     0.00009
2012     48     0.00005
2012     49     0.00004
2012     50     0.00001
2012     51     0.00002
2012     52     0.00001
2012     53     0.00001
2012     54     0.00001
2012     55+    0.00000
2013     12-    0.00000
2013     13     0.00001
2013     14     0.00008
2013     15     0.00032
2013     16     0.00131
2013     17     0.00323
2013     18     0.00597
2013     19     0.01125
2013     20     0.01675
2013     21     0.02373
2013     22     0.02970
2013     23     0.03735
2013     24     0.04697
2013     25     0.05920
2013     26     0.07349
2013     27     0.08750
2013     28     0.09888
2013     29     0.10807
2013     30     0.10878
2013     31     0.10722
2013     32     0.10075
2013     33     0.09458
2013     34     0.08677
2013     35     0.07740
2013     36     0.06521
2013     37     0.05184
2013     38     0.04017
2013     39     0.03068
2013     40     0.02123
2013     41     0.01354
2013     42     0.00805
2013     43     0.00415
2013     44     0.00194
2013     45     0.00077
2013     46     0.00029
2013     47     0.00011
2013     48     0.00006
2013     49     0.00003
2013     50     0.00002
2013     51     0.00003
2013     52     0.00001
2013     53     0.00001
2013     54     0.00000
2013     55+    0.00000
2014     12-    0.00000
2014     13     0.00001
2014     14     0.00007
2014     15     0.00033
2014     16     0.00125
2014     17     0.00332
2014     18     0.00594
2014     19     0.01136
2014     20     0.01683
2014     21     0.02256
2014     22     0.02851
2014     23     0.03570
2014     24     0.04470
2014     25     0.05683
2014     26     0.07072
2014     27     0.08482
2014     28     0.09779
2014     29     0.10657
2014     30     0.10855
2014     31     0.10781
2014     32     0.10234
2014     33     0.09405
2014     34     0.08816
2014     35     0.07710
2014     36     0.06649
2014     37     0.05439
2014     38     0.04181
2014     39     0.03202
2014     40     0.02248
2014     41     0.01411
2014     42     0.00857
2014     43     0.00453
2014     44     0.00209
2014     45     0.00080
2014     46     0.00034
2014     47     0.00013
2014     48     0.00007
2014     49     0.00005
2014     50     0.00002
2014     51     0.00002
2014     52     0.00001
2014     53     0.00001
2014     54     0.00000
2014     55+    0.00001
