,CHSI_County_Name,Strata_ID_Number,CHSI_State_Name,Population_Density,Min_Population_Density,Max_Population_Density,Population_gap
1855,Nassau,1,New York,4650,395,20520,20125
226,Santa Clara,1,California,1316,395,20520,20125
1310,Wayne,1,Michigan,3254,395,20520,20125
1856,New York,1,New York,69390,395,20520,20125
1866,Queens,1,New York,20520,395,20520,20125
608,Cook,1,Illinois,5608,395,20520,20125
367,Palm Beach,1,Florida,643,395,20520,20125
2065,Franklin,1,Ohio,2020,395,20520,20125
2243,Allegheny,1,Pennsylvania,1693,395,20520,20125
1291,Oakland,1,Michigan,1392,395,20520,20125
2058,Cuyahoga,1,Ohio,2912,395,20520,20125
